county_state,fips,county,state,population
"Floyd, Kentucky",21071,Floyd,Kentucky,35589
"Franklin, Kentucky",21073,Franklin,Kentucky,50991
"Fulton, Kentucky",21075,Fulton,Kentucky,5969
"Gallatin, Kentucky",21077,Gallatin,Kentucky,8869
"Garrard, Kentucky",21079,Garrard,Kentucky,17666
"Grant, Kentucky",21081,Grant,Kentucky,25069
"Graves, Kentucky",21083,Graves,Kentucky,37266
"Grayson, Kentucky",21085,Grayson,Kentucky,26427
"Green, Kentucky",21087,Green,Kentucky,10941
"Greenup, Kentucky",21089,Greenup,Kentucky,35098
"Hancock, Kentucky",21091,Hancock,Kentucky,8722
"Hardin, Kentucky",21093,Hardin,Kentucky,110958
"Harlan, Kentucky",21095,Harlan,Kentucky,26010
"Harrison, Kentucky",21097,Harrison,Kentucky,18886
"Hart, Kentucky",21099,Hart,Kentucky,19035
"Henderson, Kentucky",21101,Henderson,Kentucky,45210
"Henry, Kentucky",21103,Henry,Kentucky,16126
"Hickman, Kentucky",21105,Hickman,Kentucky,4380
"Hopkins, Kentucky",21107,Hopkins,Kentucky,44686
"Jackson, Kentucky",21109,Jackson,Kentucky,13329
"Jefferson, Kentucky",21111,Jefferson,Kentucky,766757
"Jessamine, Kentucky",21113,Jessamine,Kentucky,54115
"Johnson, Kentucky",21115,Johnson,Kentucky,22188
"Kenton, Kentucky",21117,Kenton,Kentucky,166998
"Knott, Kentucky",21119,Knott,Kentucky,14806
"Knox, Kentucky",21121,Knox,Kentucky,31145
"Larue, Kentucky",21123,Larue,Kentucky,14398
"Laurel, Kentucky",21125,Laurel,Kentucky,60813
"Lawrence, Kentucky",21127,Lawrence,Kentucky,15317
"Lee, Kentucky",21129,Lee,Kentucky,7403
"Leslie, Kentucky",21131,Leslie,Kentucky,9877
"Letcher, Kentucky",21133,Letcher,Kentucky,21553
"Lewis, Kentucky",21135,Lewis,Kentucky,13275
"Lincoln, Kentucky",21137,Lincoln,Kentucky,24549
"Livingston, Kentucky",21139,Livingston,Kentucky,9194
"Logan, Kentucky",21141,Logan,Kentucky,27102
"Lyon, Kentucky",21143,Lyon,Kentucky,8210
"McCracken, Kentucky",21145,McCracken,Kentucky,65418
"McCreary, Kentucky",21147,McCreary,Kentucky,17231
"McLean, Kentucky",21149,McLean,Kentucky,9207
"Madison, Kentucky",21151,Madison,Kentucky,92987
"Magoffin, Kentucky",21153,Magoffin,Kentucky,12161
"Marion, Kentucky",21155,Marion,Kentucky,19273
"Marshall, Kentucky",21157,Marshall,Kentucky,31100
"Martin, Kentucky",21159,Martin,Kentucky,11195
"Mason, Kentucky",21161,Mason,Kentucky,17070
"Meade, Kentucky",21163,Meade,Kentucky,28572
"Menifee, Kentucky",21165,Menifee,Kentucky,6489
"Mercer, Kentucky",21167,Mercer,Kentucky,21933
"Metcalfe, Kentucky",21169,Metcalfe,Kentucky,10071
"Monroe, Kentucky",21171,Monroe,Kentucky,10650
"Montgomery, Kentucky",21173,Montgomery,Kentucky,28157
"Morgan, Kentucky",21175,Morgan,Kentucky,13309
"Muhlenberg, Kentucky",21177,Muhlenberg,Kentucky,30622
"Nelson, Kentucky",21179,Nelson,Kentucky,46233
"Nicholas, Kentucky",21181,Nicholas,Kentucky,7269
"Ohio, Kentucky",21183,Ohio,Kentucky,23994
"Oldham, Kentucky",21185,Oldham,Kentucky,66799
"Owen, Kentucky",21187,Owen,Kentucky,10901
"Owsley, Kentucky",21189,Owsley,Kentucky,4415
"Pendleton, Kentucky",21191,Pendleton,Kentucky,14590
"Perry, Kentucky",21193,Perry,Kentucky,25758
"Pike, Kentucky",21195,Pike,Kentucky,57876
"Powell, Kentucky",21197,Powell,Kentucky,12359
"Pulaski, Kentucky",21199,Pulaski,Kentucky,64979
"Robertson, Kentucky",21201,Robertson,Kentucky,2108
"Rockcastle, Kentucky",21203,Rockcastle,Kentucky,16695
"Rowan, Kentucky",21205,Rowan,Kentucky,24460
"Russell, Kentucky",21207,Russell,Kentucky,17923
"Scott, Kentucky",21209,Scott,Kentucky,57004
"Shelby, Kentucky",21211,Shelby,Kentucky,49024
"Simpson, Kentucky",21213,Simpson,Kentucky,18572
"Spencer, Kentucky",21215,Spencer,Kentucky,19351
"Taylor, Kentucky",21217,Taylor,Kentucky,25769
"Todd, Kentucky",21219,Todd,Kentucky,12294
"Trigg, Kentucky",21221,Trigg,Kentucky,14651
"Trimble, Kentucky",21223,Trimble,Kentucky,8471
"Union, Kentucky",21225,Union,Kentucky,14381
"Warren, Kentucky",21227,Warren,Kentucky,132896
"Washington, Kentucky",21229,Washington,Kentucky,12095
"Wayne, Kentucky",21231,Wayne,Kentucky,20333
"Webster, Kentucky",21233,Webster,Kentucky,12942
"Whitley, Kentucky",21235,Whitley,Kentucky,36264
"Wolfe, Kentucky",21237,Wolfe,Kentucky,7157
"Woodford, Kentucky",21239,Woodford,Kentucky,26734
"Acadia Parish, Louisiana",22001,Acadia Parish,Louisiana,62045
"Allen Parish, Louisiana",22003,Allen Parish,Louisiana,25627
"Ascension Parish, Louisiana",22005,Ascension Parish,Louisiana,126604
"Assumption Parish, Louisiana",22007,Assumption Parish,Louisiana,21891
"Avoyelles Parish, Louisiana",22009,Avoyelles Parish,Louisiana,40144
"Beauregard Parish, Louisiana",22011,Beauregard Parish,Louisiana,37497
"Bienville Parish, Louisiana",22013,Bienville Parish,Louisiana,13241
"Bossier Parish, Louisiana",22015,Bossier Parish,Louisiana,127039
"Caddo Parish, Louisiana",22017,Caddo Parish,Louisiana,240204
"Calcasieu Parish, Louisiana",22019,Calcasieu Parish,Louisiana,203436
"Caldwell Parish, Louisiana",22021,Caldwell Parish,Louisiana,9918
"Cameron Parish, Louisiana",22023,Cameron Parish,Louisiana,6973
"Catahoula Parish, Louisiana",22025,Catahoula Parish,Louisiana,9494
"Claiborne Parish, Louisiana",22027,Claiborne Parish,Louisiana,15670
"Concordia Parish, Louisiana",22029,Concordia Parish,Louisiana,19259
"De Soto Parish, Louisiana",22031,De Soto Parish,Louisiana,27463
"East Baton Rouge Parish, Louisiana",22033,East Baton Rouge Parish,Louisiana,440059
"East Carroll Parish, Louisiana",22035,East Carroll Parish,Louisiana,6861
"East Feliciana Parish, Louisiana",22037,East Feliciana Parish,Louisiana,19135
"Evangeline Parish, Louisiana",22039,Evangeline Parish,Louisiana,33395
"Franklin Parish, Louisiana",22041,Franklin Parish,Louisiana,20015
"Grant Parish, Louisiana",22043,Grant Parish,Louisiana,22389
"Iberia Parish, Louisiana",22045,Iberia Parish,Louisiana,69830
"Iberville Parish, Louisiana",22047,Iberville Parish,Louisiana,32511
"Jackson Parish, Louisiana",22049,Jackson Parish,Louisiana,15744
"Jefferson Parish, Louisiana",22051,Jefferson Parish,Louisiana,432493
"Jefferson Davis Parish, Louisiana",22053,Jefferson Davis Parish,Louisiana,31368
"Lafayette Parish, Louisiana",22055,Lafayette Parish,Louisiana,244390
"Lafourche Parish, Louisiana",22057,Lafourche Parish,Louisiana,97614
"LaSalle Parish, Louisiana",22059,LaSalle Parish,Louisiana,14892
"Lincoln Parish, Louisiana",22061,Lincoln Parish,Louisiana,46742
"Livingston Parish, Louisiana",22063,Livingston Parish,Louisiana,140789
"Madison Parish, Louisiana",22065,Madison Parish,Louisiana,10951
"Morehouse Parish, Louisiana",22067,Morehouse Parish,Louisiana,24874
"Natchitoches Parish, Louisiana",22069,Natchitoches Parish,Louisiana,38158
"Orleans Parish, Louisiana",22071,Orleans Parish,Louisiana,390144
"Ouachita Parish, Louisiana",22073,Ouachita Parish,Louisiana,153279
"Plaquemines Parish, Louisiana",22075,Plaquemines Parish,Louisiana,23197
"Pointe Coupee Parish, Louisiana",22077,Pointe Coupee Parish,Louisiana,21730
"Rapides Parish, Louisiana",22079,Rapides Parish,Louisiana,129648
"Red River Parish, Louisiana",22081,Red River Parish,Louisiana,8442
"Richland Parish, Louisiana",22083,Richland Parish,Louisiana,20122
"Sabine Parish, Louisiana",22085,Sabine Parish,Louisiana,23884
"St. Bernard Parish, Louisiana",22087,St. Bernard Parish,Louisiana,47244
"St. Charles Parish, Louisiana",22089,St. Charles Parish,Louisiana,53100
"St. Helena Parish, Louisiana",22091,St. Helena Parish,Louisiana,10132
"St. James Parish, Louisiana",22093,St. James Parish,Louisiana,21096
"St. John the Baptist Parish, Louisiana",22095,St. John the Baptist Parish,Louisiana,42837
"St. Landry Parish, Louisiana",22097,St. Landry Parish,Louisiana,82124
"St. Martin Parish, Louisiana",22099,St. Martin Parish,Louisiana,53431
"St. Mary Parish, Louisiana",22101,St. Mary Parish,Louisiana,49348
"St. Tammany Parish, Louisiana",22103,St. Tammany Parish,Louisiana,260419
"Tangipahoa Parish, Louisiana",22105,Tangipahoa Parish,Louisiana,134758
"Tensas Parish, Louisiana",22107,Tensas Parish,Louisiana,4334
"Terrebonne Parish, Louisiana",22109,Terrebonne Parish,Louisiana,110461
"Union Parish, Louisiana",22111,Union Parish,Louisiana,22108
"Vermilion Parish, Louisiana",22113,Vermilion Parish,Louisiana,59511
"Vernon Parish, Louisiana",22115,Vernon Parish,Louisiana,47429
"Washington Parish, Louisiana",22117,Washington Parish,Louisiana,46194
"Webster Parish, Louisiana",22119,Webster Parish,Louisiana,38340
"West Baton Rouge Parish, Louisiana",22121,West Baton Rouge Parish,Louisiana,26465
"West Carroll Parish, Louisiana",22123,West Carroll Parish,Louisiana,10830
"West Feliciana Parish, Louisiana",22125,West Feliciana Parish,Louisiana,15568
"Winn Parish, Louisiana",22127,Winn Parish,Louisiana,13904
"Androscoggin, Maine",23001,Androscoggin,Maine,108277
"Aroostook, Maine",23003,Aroostook,Maine,67055
"Cumberland, Maine",23005,Cumberland,Maine,295003
"Franklin, Maine",23007,Franklin,Maine,30199
"Hancock, Maine",23009,Hancock,Maine,54987
"Kennebec, Maine",23011,Kennebec,Maine,122302
"Knox, Maine",23013,Knox,Maine,39772
"Lincoln, Maine",23015,Lincoln,Maine,34634
"Oxford, Maine",23017,Oxford,Maine,57975
"Penobscot, Maine",23019,Penobscot,Maine,152148
"Piscataquis, Maine",23021,Piscataquis,Maine,16785
"Sagadahoc, Maine",23023,Sagadahoc,Maine,35856
"Somerset, Maine",23025,Somerset,Maine,50484
"Waldo, Maine",23027,Waldo,Maine,39715
"Washington, Maine",23029,Washington,Maine,31379
"York, Maine",23031,York,Maine,207641
"Allegany, Maryland",24001,Allegany,Maryland,70416
"Anne Arundel, Maryland",24003,Anne Arundel,Maryland,579234
"Baltimore, Maryland",24005,Baltimore,Maryland,827370
"Calvert, Maryland",24009,Calvert,Maryland,92525
"Caroline, Maryland",24011,Caroline,Maryland,33406
"Carroll, Maryland",24013,Carroll,Maryland,168447
"Cecil, Maryland",24015,Cecil,Maryland,102855
"Charles, Maryland",24017,Charles,Maryland,163257
"Dorchester, Maryland",24019,Dorchester,Maryland,31929
"Frederick, Maryland",24021,Frederick,Maryland,259547
"Garrett, Maryland",24023,Garrett,Maryland,29014
"Harford, Maryland",24025,Harford,Maryland,255441
"Howard, Maryland",24027,Howard,Maryland,325690
"Kent, Maryland",24029,Kent,Maryland,19422
"Montgomery, Maryland",24031,Montgomery,Maryland,1050688
"Prince George's, Maryland",24033,Prince George's,Maryland,909327
"Queen Anne's, Maryland",24035,Queen Anne's,Maryland,50381
"St. Mary's, Maryland",24037,St. Mary's,Maryland,113510
"Somerset, Maryland",24039,Somerset,Maryland,25616
"Talbot, Maryland",24041,Talbot,Maryland,37181
"Washington, Maryland",24043,Washington,Maryland,151049
"Wicomico, Maryland",24045,Wicomico,Maryland,103609
"Worcester, Maryland",24047,Worcester,Maryland,52276
"Baltimore city, Maryland",24510,Baltimore city,Maryland,593490
"Barnstable, Massachusetts",25001,Barnstable,Massachusetts,212990
"Berkshire, Massachusetts",25003,Berkshire,Massachusetts,124944
"Bristol, Massachusetts",25005,Bristol,Massachusetts,565217
"Dukes, Massachusetts",25007,Dukes,Massachusetts,17332
"Essex, Massachusetts",25009,Essex,Massachusetts,789034
"Franklin, Massachusetts",25011,Franklin,Massachusetts,70180
"Hampden, Massachusetts",25013,Hampden,Massachusetts,466372
"Hampshire, Massachusetts",25015,Hampshire,Massachusetts,160830
"Middlesex, Massachusetts",25017,Middlesex,Massachusetts,1611699
"Nantucket, Massachusetts",25019,Nantucket,Massachusetts,11399
"Norfolk, Massachusetts",25021,Norfolk,Massachusetts,706775
"Plymouth, Massachusetts",25023,Plymouth,Massachusetts,521202
"Suffolk, Massachusetts",25025,Suffolk,Massachusetts,803907
"Worcester, Massachusetts",25027,Worcester,Massachusetts,830622
"Alcona, Michigan",26001,Alcona,Michigan,10405
"Alger, Michigan",26003,Alger,Michigan,9108
"Allegan, Michigan",26005,Allegan,Michigan,118081
"Alpena, Michigan",26007,Alpena,Michigan,28405
"Antrim, Michigan",26009,Antrim,Michigan,23324
"Arenac, Michigan",26011,Arenac,Michigan,14883
"Baraga, Michigan",26013,Baraga,Michigan,8209
"Barry, Michigan",26015,Barry,Michigan,61550
"Bay, Michigan",26017,Bay,Michigan,103126
"Benzie, Michigan",26019,Benzie,Michigan,17766
"Berrien, Michigan",26021,Berrien,Michigan,153401
"Branch, Michigan",26023,Branch,Michigan,43517
"Calhoun, Michigan",26025,Calhoun,Michigan,134159
"Cass, Michigan",26027,Cass,Michigan,51787
"Charlevoix, Michigan",26029,Charlevoix,Michigan,26143
"Cheboygan, Michigan",26031,Cheboygan,Michigan,25276
"Chippewa, Michigan",26033,Chippewa,Michigan,37349
"Clare, Michigan",26035,Clare,Michigan,30950
"Clinton, Michigan",26037,Clinton,Michigan,79595
"Crawford, Michigan",26039,Crawford,Michigan,14029
"Delta, Michigan",26041,Delta,Michigan,35784
"Dickinson, Michigan",26043,Dickinson,Michigan,25239
"Eaton, Michigan",26045,Eaton,Michigan,110268
"Emmet, Michigan",26047,Emmet,Michigan,33415
"Genesee, Michigan",26049,Genesee,Michigan,405813
"Gladwin, Michigan",26051,Gladwin,Michigan,25449
"Gogebic, Michigan",26053,Gogebic,Michigan,13975
"Grand Traverse, Michigan",26055,Grand Traverse,Michigan,93088
"Gratiot, Michigan",26057,Gratiot,Michigan,40711
"Hillsdale, Michigan",26059,Hillsdale,Michigan,45605
"Houghton, Michigan",26061,Houghton,Michigan,35684
"Huron, Michigan",26063,Huron,Michigan,30981
"Ingham, Michigan",26065,Ingham,Michigan,292406
"Ionia, Michigan",26067,Ionia,Michigan,64697
"Iosco, Michigan",26069,Iosco,Michigan,25127
"Iron, Michigan",26071,Iron,Michigan,11066
"Isabella, Michigan",26073,Isabella,Michigan,69872
"Jackson, Michigan",26075,Jackson,Michigan,158510
"Kalamazoo, Michigan",26077,Kalamazoo,Michigan,265066
"Kalkaska, Michigan",26079,Kalkaska,Michigan,18038
"Kent, Michigan",26081,Kent,Michigan,656955
"Keweenaw, Michigan",26083,Keweenaw,Michigan,2116
"Lake, Michigan",26085,Lake,Michigan,11853
"Lapeer, Michigan",26087,Lapeer,Michigan,87607
"Leelanau, Michigan",26089,Leelanau,Michigan,21761
"Lenawee, Michigan",26091,Lenawee,Michigan,98451
"Livingston, Michigan",26093,Livingston,Michigan,191995
"Luce, Michigan",26095,Luce,Michigan,6229
"Mackinac, Michigan",26097,Mackinac,Michigan,10799
"Macomb, Michigan",26099,Macomb,Michigan,873972
"Manistee, Michigan",26101,Manistee,Michigan,24558
"Marquette, Michigan",26103,Marquette,Michigan,66699
"Mason, Michigan",26105,Mason,Michigan,29144
"Mecosta, Michigan",26107,Mecosta,Michigan,43453
"Menominee, Michigan",26109,Menominee,Michigan,22780
"Midland, Michigan",26111,Midland,Michigan,83156
"Missaukee, Michigan",26113,Missaukee,Michigan,15118
"Monroe, Michigan",26115,Monroe,Michigan,150500
"Montcalm, Michigan",26117,Montcalm,Michigan,63888
"Montmorency, Michigan",26119,Montmorency,Michigan,9328
"Muskegon, Michigan",26121,Muskegon,Michigan,173566
"Newaygo, Michigan",26123,Newaygo,Michigan,48980
"Oakland, Michigan",26125,Oakland,Michigan,1257584
"Oceana, Michigan",26127,Oceana,Michigan,26467
"Ogemaw, Michigan",26129,Ogemaw,Michigan,20997
"Ontonagon, Michigan",26131,Ontonagon,Michigan,5720
"Osceola, Michigan",26133,Osceola,Michigan,23460
"Oscoda, Michigan",26135,Oscoda,Michigan,8241
"Otsego, Michigan",26137,Otsego,Michigan,24668
"Ottawa, Michigan",26139,Ottawa,Michigan,291830
"Presque Isle, Michigan",26141,Presque Isle,Michigan,12592
"Roscommon, Michigan",26143,Roscommon,Michigan,24019
"Saginaw, Michigan",26145,Saginaw,Michigan,190539
"St. Clair, Michigan",26147,St. Clair,Michigan,159128
"St. Joseph, Michigan",26149,St. Joseph,Michigan,60964
"Sanilac, Michigan",26151,Sanilac,Michigan,41170
"Schoolcraft, Michigan",26153,Schoolcraft,Michigan,8094
"Shiawassee, Michigan",26155,Shiawassee,Michigan,68122
"Tuscola, Michigan",26157,Tuscola,Michigan,52245
"Van Buren, Michigan",26159,Van Buren,Michigan,75677
"Washtenaw, Michigan",26161,Washtenaw,Michigan,367601
"Wayne, Michigan",26163,Wayne,Michigan,1749343
"Wexford, Michigan",26165,Wexford,Michigan,33631
"Aitkin, Minnesota",27001,Aitkin,Minnesota,15886
"Anoka, Minnesota",27003,Anoka,Minnesota,356921
"Becker, Minnesota",27005,Becker,Minnesota,34423
"Beltrami, Minnesota",27007,Beltrami,Minnesota,47188
"Benton, Minnesota",27009,Benton,Minnesota,40889
"Big Stone, Minnesota",27011,Big Stone,Minnesota,4991
"Blue Earth, Minnesota",27013,Blue Earth,Minnesota,67653
"Brown, Minnesota",27015,Brown,Minnesota,25008
"Carlton, Minnesota",27017,Carlton,Minnesota,35871
"Carver, Minnesota",27019,Carver,Minnesota,105089
"Cass, Minnesota",27021,Cass,Minnesota,29779
"Chippewa, Minnesota",27023,Chippewa,Minnesota,11800
"Chisago, Minnesota",27025,Chisago,Minnesota,56579
"Clay, Minnesota",27027,Clay,Minnesota,64222
"Clearwater, Minnesota",27029,Clearwater,Minnesota,8818
"Cook, Minnesota",27031,Cook,Minnesota,5463
"Cottonwood, Minnesota",27033,Cottonwood,Minnesota,11196
"Crow Wing, Minnesota",27035,Crow Wing,Minnesota,65055
"Dakota, Minnesota",27037,Dakota,Minnesota,429021
"Dodge, Minnesota",27039,Dodge,Minnesota,20934
"Douglas, Minnesota",27041,Douglas,Minnesota,38141
"Faribault, Minnesota",27043,Faribault,Minnesota,13653
"Fillmore, Minnesota",27045,Fillmore,Minnesota,21067
"Freeborn, Minnesota",27047,Freeborn,Minnesota,30281
"Goodhue, Minnesota",27049,Goodhue,Minnesota,46340
"Grant, Minnesota",27051,Grant,Minnesota,5972
"Hennepin, Minnesota",27053,Hennepin,Minnesota,1265843
"Houston, Minnesota",27055,Houston,Minnesota,18600
"Hubbard, Minnesota",27057,Hubbard,Minnesota,21491
"Isanti, Minnesota",27059,Isanti,Minnesota,40596
"Itasca, Minnesota",27061,Itasca,Minnesota,45130
"Jackson, Minnesota",27063,Jackson,Minnesota,9846
"Kanabec, Minnesota",27065,Kanabec,Minnesota,16337
"Kandiyohi, Minnesota",27067,Kandiyohi,Minnesota,43199
"Kittson, Minnesota",27069,Kittson,Minnesota,4298
"Koochiching, Minnesota",27071,Koochiching,Minnesota,12229
"Lac qui Parle, Minnesota",27073,Lac qui Parle,Minnesota,6623
"Lake, Minnesota",27075,Lake,Minnesota,10641
"Lake of the Woods, Minnesota",27077,Lake of the Woods,Minnesota,3740
"Le Sueur, Minnesota",27079,Le Sueur,Minnesota,28887
"Lincoln, Minnesota",27081,Lincoln,Minnesota,5639
"Lyon, Minnesota",27083,Lyon,Minnesota,25474
"McLeod, Minnesota",27085,McLeod,Minnesota,35893
"Mahnomen, Minnesota",27087,Mahnomen,Minnesota,5527
"Marshall, Minnesota",27089,Marshall,Minnesota,9336
"Martin, Minnesota",27091,Martin,Minnesota,19683
"Meeker, Minnesota",27093,Meeker,Minnesota,23222
"Mille Lacs, Minnesota",27095,Mille Lacs,Minnesota,26277
"Morrison, Minnesota",27097,Morrison,Minnesota,33386
"Mower, Minnesota",27099,Mower,Minnesota,40062
"Murray, Minnesota",27101,Murray,Minnesota,8194
"Nicollet, Minnesota",27103,Nicollet,Minnesota,34274
"Nobles, Minnesota",27105,Nobles,Minnesota,21629
"Norman, Minnesota",27107,Norman,Minnesota,6375
"Olmsted, Minnesota",27109,Olmsted,Minnesota,158293
"Otter Tail, Minnesota",27111,Otter Tail,Minnesota,58746
"Pennington, Minnesota",27113,Pennington,Minnesota,14119
"Pine, Minnesota",27115,Pine,Minnesota,29579
"Pipestone, Minnesota",27117,Pipestone,Minnesota,9126
"Polk, Minnesota",27119,Polk,Minnesota,31364
"Pope, Minnesota",27121,Pope,Minnesota,11249
"Ramsey, Minnesota",27123,Ramsey,Minnesota,550321
"Red Lake, Minnesota",27125,Red Lake,Minnesota,4055
"Redwood, Minnesota",27127,Redwood,Minnesota,15170
"Renville, Minnesota",27129,Renville,Minnesota,14548
"Rice, Minnesota",27131,Rice,Minnesota,66972
"Rock, Minnesota",27133,Rock,Minnesota,9315
"Roseau, Minnesota",27135,Roseau,Minnesota,15165
"St. Louis, Minnesota",27137,St. Louis,Minnesota,199070
"Scott, Minnesota",27139,Scott,Minnesota,149013
"Sherburne, Minnesota",27141,Sherburne,Minnesota,97238
"Sibley, Minnesota",27143,Sibley,Minnesota,14865
"Stearns, Minnesota",27145,Stearns,Minnesota,161075
"Steele, Minnesota",27147,Steele,Minnesota,36649
"Stevens, Minnesota",27149,Stevens,Minnesota,9805
"Swift, Minnesota",27151,Swift,Minnesota,9266
"Todd, Minnesota",27153,Todd,Minnesota,24664
"Traverse, Minnesota",27155,Traverse,Minnesota,3259
"Wabasha, Minnesota",27157,Wabasha,Minnesota,21627
"Wadena, Minnesota",27159,Wadena,Minnesota,13682
"Waseca, Minnesota",27161,Waseca,Minnesota,18612
"Washington, Minnesota",27163,Washington,Minnesota,262440
"Watonwan, Minnesota",27165,Watonwan,Minnesota,10897
"Wilkin, Minnesota",27167,Wilkin,Minnesota,6207
"Winona, Minnesota",27169,Winona,Minnesota,50484
"Wright, Minnesota",27171,Wright,Minnesota,138377
"Yellow Medicine, Minnesota",27173,Yellow Medicine,Minnesota,9709
"Adams, Mississippi",28001,Adams,Mississippi,30693
"Alcorn, Mississippi",28003,Alcorn,Mississippi,36953
"Amite, Mississippi",28005,Amite,Mississippi,12297
"Attala, Mississippi",28007,Attala,Mississippi,18174
"Benton, Mississippi",28009,Benton,Mississippi,8259
"Bolivar, Mississippi",28011,Bolivar,Mississippi,30628
"Calhoun, Mississippi",28013,Calhoun,Mississippi,14361
"Carroll, Mississippi",28015,Carroll,Mississippi,9947
"Chickasaw, Mississippi",28017,Chickasaw,Mississippi,17103
"Choctaw, Mississippi",28019,Choctaw,Mississippi,8210
"Claiborne, Mississippi",28021,Claiborne,Mississippi,8988
"Clarke, Mississippi",28023,Clarke,Mississippi,15541
"Clay, Mississippi",28025,Clay,Mississippi,19316
"Coahoma, Mississippi",28027,Coahoma,Mississippi,22124
"Copiah, Mississippi",28029,Copiah,Mississippi,28065
"Covington, Mississippi",28031,Covington,Mississippi,18636
"DeSoto, Mississippi",28033,DeSoto,Mississippi,184945
"Forrest, Mississippi",28035,Forrest,Mississippi,74897
"Franklin, Mississippi",28037,Franklin,Mississippi,7713
"George, Mississippi",28039,George,Mississippi,24500
"Greene, Mississippi",28041,Greene,Mississippi,13586
"Grenada, Mississippi",28043,Grenada,Mississippi,20758
"Hancock, Mississippi",28045,Hancock,Mississippi,47632
"Harrison, Mississippi",28047,Harrison,Mississippi,208080
"Hinds, Mississippi",28049,Hinds,Mississippi,231840
"Holmes, Mississippi",28051,Holmes,Mississippi,17010
"Humphreys, Mississippi",28053,Humphreys,Mississippi,8064
"Issaquena, Mississippi",28055,Issaquena,Mississippi,1327
"Itawamba, Mississippi",28057,Itawamba,Mississippi,23390
"Jackson, Mississippi",28059,Jackson,Mississippi,143617
"Jasper, Mississippi",28061,Jasper,Mississippi,16383
"Jefferson, Mississippi",28063,Jefferson,Mississippi,6990
"Jefferson Davis, Mississippi",28065,Jefferson Davis,Mississippi,11128
"Jones, Mississippi",28067,Jones,Mississippi,68098
"Kemper, Mississippi",28069,Kemper,Mississippi,9742
"Lafayette, Mississippi",28071,Lafayette,Mississippi,54019
"Lamar, Mississippi",28073,Lamar,Mississippi,63343
"Lauderdale, Mississippi",28075,Lauderdale,Mississippi,74125
"Lawrence, Mississippi",28077,Lawrence,Mississippi,12586
"Leake, Mississippi",28079,Leake,Mississippi,22786
"Lee, Mississippi",28081,Lee,Mississippi,85436
"Leflore, Mississippi",28083,Leflore,Mississippi,28183
"Lincoln, Mississippi",28085,Lincoln,Mississippi,34153
"Lowndes, Mississippi",28087,Lowndes,Mississippi,58595
"Madison, Mississippi",28089,Madison,Mississippi,106272
"Marion, Mississippi",28091,Marion,Mississippi,24573
"Marshall, Mississippi",28093,Marshall,Mississippi,35294
"Monroe, Mississippi",28095,Monroe,Mississippi,35252
"Montgomery, Mississippi",28097,Montgomery,Mississippi,9775
"Neshoba, Mississippi",28099,Neshoba,Mississippi,29118
"Newton, Mississippi",28101,Newton,Mississippi,21018
"Noxubee, Mississippi",28103,Noxubee,Mississippi,10417
"Oktibbeha, Mississippi",28105,Oktibbeha,Mississippi,49587
"Panola, Mississippi",28107,Panola,Mississippi,34192
"Pearl River, Mississippi",28109,Pearl River,Mississippi,55535
"Perry, Mississippi",28111,Perry,Mississippi,11973
"Pike, Mississippi",28113,Pike,Mississippi,39288
"Pontotoc, Mississippi",28115,Pontotoc,Mississippi,32174
"Prentiss, Mississippi",28117,Prentiss,Mississippi,25126
"Quitman, Mississippi",28119,Quitman,Mississippi,6792
"Rankin, Mississippi",28121,Rankin,Mississippi,155271
"Scott, Mississippi",28123,Scott,Mississippi,28124
"Sharkey, Mississippi",28125,Sharkey,Mississippi,4321
"Simpson, Mississippi",28127,Simpson,Mississippi,26658
"Smith, Mississippi",28129,Smith,Mississippi,15916
"Stone, Mississippi",28131,Stone,Mississippi,18336
"Sunflower, Mississippi",28133,Sunflower,Mississippi,25110
"Tallahatchie, Mississippi",28135,Tallahatchie,Mississippi,13809
"Tate, Mississippi",28137,Tate,Mississippi,28321
"Tippah, Mississippi",28139,Tippah,Mississippi,22015
"Tishomingo, Mississippi",28141,Tishomingo,Mississippi,19383
"Tunica, Mississippi",28143,Tunica,Mississippi,9632
"Union, Mississippi",28145,Union,Mississippi,28815
"Walthall, Mississippi",28147,Walthall,Mississippi,14286
"Warren, Mississippi",28149,Warren,Mississippi,45381
"Washington, Mississippi",28151,Washington,Mississippi,43909
"Wayne, Mississippi",28153,Wayne,Mississippi,20183
"Webster, Mississippi",28155,Webster,Mississippi,9689
"Wilkinson, Mississippi",28157,Wilkinson,Mississippi,8630
"Winston, Mississippi",28159,Winston,Mississippi,17955
"Yalobusha, Mississippi",28161,Yalobusha,Mississippi,12108
"Yazoo, Mississippi",28163,Yazoo,Mississippi,29690
"Adair, Missouri",29001,Adair,Missouri,25343
"Andrew, Missouri",29003,Andrew,Missouri,17712
"Atchison, Missouri",29005,Atchison,Missouri,5143
"Audrain, Missouri",29007,Audrain,Missouri,25388
"Barry, Missouri",29009,Barry,Missouri,35789
"Barton, Missouri",29011,Barton,Missouri,11754
"Bates, Missouri",29013,Bates,Missouri,16172
"Benton, Missouri",29015,Benton,Missouri,19443
"Bollinger, Missouri",29017,Bollinger,Missouri,12133
"Boone, Missouri",29019,Boone,Missouri,180463
"Buchanan, Missouri",29021,Buchanan,Missouri,87364
"Butler, Missouri",29023,Butler,Missouri,42478
"Caldwell, Missouri",29025,Caldwell,Missouri,9020
